Tag ID,Timestamp,X,Y,Z,Temp. (°C),Press. (mBar)
300,10-07-2024 22:16:04.000,-0.56268,-0.75024,-0.18756,19.33,0.41
300,10-07-2024 22:16:04.040,-0.56268,-0.75024,-0.12504,,
300,10-07-2024 22:16:04.080,-0.56268,-0.75024,-0.25008,,
300,10-07-2024 22:16:04.120,-0.43764,-0.75024,-0.12504,,
300,10-07-2024 22:16:04.160,-0.50016,-0.9378,-0.50016,,
300,10-07-2024 22:16:04.200,-0.68772,-0.9378,-0.56268,,
300,10-07-2024 22:16:04.240,-0.56268,-0.87528,-0.6252,,
300,10-07-2024 22:16:04.280,-0.43764,-0.87528,-0.68772,,
300,10-07-2024 22:16:04.320,-0.50016,-0.87528,-0.6252,,
300,10-07-2024 22:16:04.360,-0.43764,-0.87528,-0.6252,,
300,10-07-2024 22:16:04.400,-0.56268,-0.9378,-0.56268,,
300,10-07-2024 22:16:04.440,-0.50016,-0.9378,-0.37512,,
300,10-07-2024 22:16:04.480,-0.43764,-0.87528,-0.25008,,
300,10-07-2024 22:16:04.520,-0.43764,-0.81276,0,,
300,10-07-2024 22:16:04.560,-0.43764,-0.81276,0.06252,,
300,10-07-2024 22:16:04.600,-0.50016,-0.87528,0.18756,,
300,10-07-2024 22:16:04.640,-0.3126,-0.81276,0.18756,,
300,10-07-2024 22:16:04.680,-0.43764,-0.81276,0.25008,,
300,10-07-2024 22:16:04.720,-0.50016,-0.6252,0.25008,,
300,10-07-2024 22:16:04.760,-0.50016,-0.56268,0.18756,,
300,10-07-2024 22:16:04.800,-0.56268,-0.56268,0.12504,,
300,10-07-2024 22:16:04.840,-0.43764,-0.6252,-0.06252,,
300,10-07-2024 22:16:04.880,-0.50016,-0.68772,-0.12504,,
300,10-07-2024 22:16:04.920,-0.43764,-0.87528,-0.37512,,
300,10-07-2024 22:16:04.960,-0.6252,-0.87528,-0.50016,,
300,10-07-2024 22:16:05.000,-0.56268,-0.81276,-0.75024,19.07,1.03
300,10-07-2024 22:16:05.040,-0.6252,-0.75024,-0.87528,,
300,10-07-2024 22:16:05.080,-0.50016,-0.68772,-0.87528,,
300,10-07-2024 22:16:05.120,-0.56268,-0.75024,-0.87528,,
300,10-07-2024 22:16:05.160,-0.50016,-0.75024,-0.81276,,
300,10-07-2024 22:16:05.200,-0.50016,-0.75024,-0.87528,,
300,10-07-2024 22:16:05.240,-0.50016,-0.81276,-0.68772,,
300,10-07-2024 22:16:05.280,-0.50016,-0.81276,-0.50016,,
300,10-07-2024 22:16:05.320,-0.43764,-0.75024,-0.37512,,
300,10-07-2024 22:16:05.360,-0.43764,-0.68772,-0.18756,,
300,10-07-2024 22:16:05.400,-0.43764,-0.75024,-0.12504,,
300,10-07-2024 22:16:05.440,-0.50016,-0.75024,0,,
300,10-07-2024 22:16:05.480,-0.50016,-0.68772,0.12504,,
300,10-07-2024 22:16:05.520,-0.56268,-0.56268,0.12504,,
300,10-07-2024 22:16:05.560,-0.3126,-0.6252,0.18756,,
300,10-07-2024 22:16:05.600,-0.50016,-0.75024,-0.06252,,
300,10-07-2024 22:16:05.640,-0.9378,-0.81276,-0.25008,,
300,10-07-2024 22:16:05.680,-0.6252,-0.81276,-0.3126,,
300,10-07-2024 22:16:05.720,-0.50016,-0.81276,-0.6252,,
300,10-07-2024 22:16:05.760,-0.56268,-0.81276,-0.68772,,
300,10-07-2024 22:16:05.800,-0.56268,-0.75024,-0.68772,,
300,10-07-2024 22:16:05.840,-0.6252,-0.75024,-0.68772,,
300,10-07-2024 22:16:05.880,-0.50016,-0.75024,-0.56268,,
300,10-07-2024 22:16:05.920,-0.68772,-0.81276,-0.50016,,
300,10-07-2024 22:16:05.960,-0.56268,-0.68772,-0.37512,,
300,10-07-2024 22:16:06.000,-0.75024,-0.68772,-0.3126,18.79,1.7
300,10-07-2024 22:16:06.040,-0.75024,-0.55518,-0.11754,,
300,10-07-2024 22:16:06.080,-0.75524,-0.37012,0.07252,,
300,10-07-2024 22:16:06.120,-0.81276,-0.3126,0.20256,,
300,10-07-2024 22:16:06.160,-0.82276,-0.3126,0.33261,,
300,10-07-2024 22:16:06.200,-0.83777,-0.3251,0.45014,,
300,10-07-2024 22:16:06.240,-0.70272,-0.36012,0.51516,,
300,10-07-2024 22:16:06.280,-0.76775,-0.3126,0.58019,,
300,10-07-2024 22:16:06.320,-0.6127,-0.39263,0.58519,,
300,10-07-2024 22:16:06.360,-0.36762,-0.54017,0.27509,,
300,10-07-2024 22:16:06.400,-0.73774,-0.55018,-0.15005,,
300,10-07-2024 22:16:06.440,-0.81276,-0.57018,-0.24258,,
300,10-07-2024 22:16:06.480,-0.87278,-0.56018,-0.3126,,
300,10-07-2024 22:16:06.520,-0.84027,-0.52767,-0.28009,,
300,10-07-2024 22:16:06.560,-0.82026,-0.47265,-0.21507,,
300,10-07-2024 22:16:06.600,-0.91279,-0.53767,-0.11254,,
300,10-07-2024 22:16:06.640,-0.89779,-0.40263,0.01751,,
300,10-07-2024 22:16:06.680,-1.00282,-0.3126,0.3176,,
300,10-07-2024 22:16:06.720,-0.97281,-0.08753,0.57268,,
300,10-07-2024 22:16:06.760,-0.70022,-0.14255,0.86278,,
300,10-07-2024 22:16:06.800,-0.52517,-0.43764,1.03783,,
300,10-07-2024 22:16:06.840,-0.29009,-0.60519,0.95781,,
300,10-07-2024 22:16:06.880,-0.58019,-0.6252,0.82776,,
300,10-07-2024 22:16:06.920,-0.16505,-0.68272,0.41013,,
300,10-07-2024 22:16:06.960,-0.56268,-0.6252,-0.68772,,
300,10-07-2024 22:16:07.000,-0.50016,-0.9378,-0.50016,18.53,2.8
300,10-07-2024 22:16:07.040,-1.06284,-0.87528,-0.50016,,
300,10-07-2024 22:16:07.080,-0.68772,-0.75024,-0.25008,,
300,10-07-2024 22:16:07.120,-0.68772,-0.87528,0.18756,,
300,10-07-2024 22:16:07.160,-0.50016,-0.87528,0.25008,,
300,10-07-2024 22:16:07.200,-0.75024,-0.50016,0.68772,,
300,10-07-2024 22:16:07.240,-0.50016,-0.50016,0.87528,,
300,10-07-2024 22:16:07.280,-0.18756,-0.68772,1.18788,,
300,10-07-2024 22:16:07.320,0,-0.75024,0.87528,,
300,10-07-2024 22:16:07.360,-0.25008,-0.68772,0.6252,,
300,10-07-2024 22:16:07.400,-0.18756,-0.81276,0.68772,,
300,10-07-2024 22:16:07.440,0.12504,-0.87528,0.06252,,
300,10-07-2024 22:16:07.480,-0.3126,-1.06284,-0.3126,,
300,10-07-2024 22:16:07.520,-0.87528,-1.18788,-0.43764,,
300,10-07-2024 22:16:07.560,-0.68772,-0.81276,-0.3126,,
300,10-07-2024 22:16:07.600,-0.56268,-1.12536,-0.12504,,
300,10-07-2024 22:16:07.640,-0.50016,-1.06284,0.12504,,
300,10-07-2024 22:16:07.680,-0.56268,-0.9378,0.3126,,
300,10-07-2024 22:16:07.720,-0.43764,-0.6252,0.68772,,
300,10-07-2024 22:16:07.760,-0.37512,-0.50016,0.9378,,
300,10-07-2024 22:16:07.800,0.06252,-0.56268,1.06284,,
300,10-07-2024 22:16:07.840,0.06252,-0.75024,0.75024,,
300,10-07-2024 22:16:07.880,-0.06252,-0.6252,0.75024,,
300,10-07-2024 22:16:07.920,0.12504,-0.68772,0.68772,,
300,10-07-2024 22:16:07.960,0,-0.6252,-0.18756,,
300,10-07-2024 22:16:08.000,-0.50016,-1.06284,-0.37512,18.28,3.86
300,10-07-2024 22:16:08.040,-0.56268,-0.9378,-0.81276,,
300,10-07-2024 22:16:08.080,-0.9378,-1.06284,-0.50016,,
300,10-07-2024 22:16:08.120,-0.56268,-1.06284,0.25008,,
300,10-07-2024 22:16:08.160,-0.75024,-1.12536,0.18756,,
300,10-07-2024 22:16:08.200,-0.18756,-0.68772,0.37512,,
300,10-07-2024 22:16:08.240,-0.56268,-0.25008,1.00032,,
300,10-07-2024 22:16:08.280,-0.3126,-0.43764,1.2504,,
300,10-07-2024 22:16:08.320,0,-0.87528,1.31292,,
300,10-07-2024 22:16:08.360,-0.06252,-0.3126,0.68772,,
300,10-07-2024 22:16:08.400,0.6252,-0.68772,0.75024,,
300,10-07-2024 22:16:08.440,-0.06252,-1.06284,-0.56268,,
300,10-07-2024 22:16:08.480,-0.43764,-1.62552,-0.9378,,
300,10-07-2024 22:16:08.520,-1.31292,-0.75024,-0.87528,,
300,10-07-2024 22:16:08.560,-0.68772,-1.37544,-0.37512,,
300,10-07-2024 22:16:08.600,-0.50016,-1.12536,0.18756,,
300,10-07-2024 22:16:08.640,-0.81276,-0.12504,1.00032,,
300,10-07-2024 22:16:08.680,-0.6252,-0.12504,1.50048,,
300,10-07-2024 22:16:08.720,-0.06252,-0.9378,1.62552,,
300,10-07-2024 22:16:08.760,0.06252,-0.37512,1.12536,,
300,10-07-2024 22:16:08.800,0.12504,-0.37512,1.50048,,
