Tag ID,Timestamp,X,Y,Z,Temp. (°C),Press. (mBar)
180,10-02-2024 18:16:50.000,-0.56268,-0.81276,-0.12504,13.87,0.37
180,10-02-2024 18:16:50.040,-0.6252,-0.87528,-0.12504,,
180,10-02-2024 18:16:50.080,-0.56268,-0.9378,-0.18756,,
180,10-02-2024 18:16:50.120,-0.6252,-0.9378,-0.25008,,
180,10-02-2024 18:16:50.160,-0.6252,-0.9378,-0.25008,,
180,10-02-2024 18:16:50.200,-0.56268,-0.9378,-0.25008,,
180,10-02-2024 18:16:50.240,-0.6252,-1.00032,-0.12504,,
180,10-02-2024 18:16:50.280,-0.6252,-1.00032,-0.12504,,
180,10-02-2024 18:16:50.320,-0.68772,-0.9378,0,,
180,10-02-2024 18:16:50.360,-0.6252,-0.81276,0.06252,,
180,10-02-2024 18:16:50.400,-0.50016,-1.06284,0.06252,,
180,10-02-2024 18:16:50.440,-0.75024,-0.68772,0.18756,,
180,10-02-2024 18:16:50.480,-0.68772,-0.68772,0.37512,,
180,10-02-2024 18:16:50.520,-0.50016,-0.81276,0.43764,,
180,10-02-2024 18:16:50.560,-0.56268,-0.68772,0.56268,,
180,10-02-2024 18:16:50.600,-0.56268,-0.6252,0.50016,,
180,10-02-2024 18:16:50.640,-0.56268,-0.6252,0.50016,,
180,10-02-2024 18:16:50.680,-0.50016,-0.68772,0.56268,,
180,10-02-2024 18:16:50.720,-0.56268,-0.68772,0.56268,,
180,10-02-2024 18:16:50.760,-0.3126,-0.75024,0.50016,,
180,10-02-2024 18:16:50.800,-0.43764,-0.81276,0.43764,,
180,10-02-2024 18:16:50.840,-0.6252,-0.81276,0.56268,,
180,10-02-2024 18:16:50.880,-0.3126,-0.81276,0.3126,,
180,10-02-2024 18:16:50.920,-0.25008,-0.9378,0.12504,,
180,10-02-2024 18:16:50.960,-0.50016,-0.87528,0.12504,,
180,10-02-2024 18:16:51.000,-0.56268,-0.87528,0.18756,13.94,1.2
180,10-02-2024 18:16:51.040,-0.50016,-0.87528,0.18756,,
180,10-02-2024 18:16:51.080,-0.56268,-0.9378,0.12504,,
180,10-02-2024 18:16:51.120,-0.50016,-0.87528,0.12504,,
180,10-02-2024 18:16:51.160,-0.56268,-0.87528,0.06252,,
180,10-02-2024 18:16:51.200,-0.56268,-0.9378,0.06252,,
180,10-02-2024 18:16:51.240,-0.6252,-0.9378,0.06252,,
180,10-02-2024 18:16:51.280,-0.6252,-0.87528,0.12504,,
180,10-02-2024 18:16:51.320,-0.6252,-0.87528,0.06252,,
180,10-02-2024 18:16:51.360,-0.56268,-0.87528,0.06252,,
180,10-02-2024 18:16:51.400,-0.68772,-0.87528,0.06252,,
180,10-02-2024 18:16:51.440,-0.6252,-0.87528,0.12504,,
180,10-02-2024 18:16:51.480,-0.56268,-0.87528,0.18756,,
180,10-02-2024 18:16:51.520,-0.50016,-0.81276,0.18756,,
180,10-02-2024 18:16:51.560,-0.6252,-0.87528,0.12504,,
180,10-02-2024 18:16:51.600,-0.6252,-0.81276,0.18756,,
180,10-02-2024 18:16:51.640,-0.56268,-0.75024,0.18756,,
180,10-02-2024 18:16:51.680,-0.68772,-0.75024,0.18756,,
180,10-02-2024 18:16:51.720,-0.68772,-0.81276,0.25008,,
180,10-02-2024 18:16:51.760,-0.68772,-0.81276,0.25008,,
180,10-02-2024 18:16:51.800,-0.68772,-0.68772,0.25008,,
180,10-02-2024 18:16:51.840,-0.68772,-0.75024,0.18756,,
180,10-02-2024 18:16:51.880,-0.6252,-0.81276,0.12504,,
180,10-02-2024 18:16:51.920,-0.68772,-0.81276,0.18756,,
180,10-02-2024 18:16:51.960,-0.68772,-0.81276,0.12504,,
180,10-02-2024 18:16:52.000,-0.75024,-0.81276,0.06252,14.01,2.05
180,10-02-2024 18:16:52.040,-0.6302,-0.81276,0.12254,,
180,10-02-2024 18:16:52.080,-0.74024,-0.81276,0.06752,,
180,10-02-2024 18:16:52.120,-0.69522,-0.86778,0.0075,,
180,10-02-2024 18:16:52.160,-0.6352,-0.87528,-0.05252,,
180,10-02-2024 18:16:52.200,-0.67522,-0.87528,0.03751,,
180,10-02-2024 18:16:52.240,-0.59269,-0.82776,0.015,,
180,10-02-2024 18:16:52.280,-0.65271,-0.81276,-0.04501,,
180,10-02-2024 18:16:52.320,-0.68772,-0.85527,0.06502,,
180,10-02-2024 18:16:52.360,-0.64771,-0.87528,0.08503,,
180,10-02-2024 18:16:52.400,-0.6252,-0.87528,0.06252,,
180,10-02-2024 18:16:52.440,-0.6252,-0.87528,0.06252,,
180,10-02-2024 18:16:52.480,-0.59269,-0.87528,0.09503,,
180,10-02-2024 18:16:52.520,-0.56268,-0.87528,0.09503,,
180,10-02-2024 18:16:52.560,-0.59019,-0.87528,0.09003,,
180,10-02-2024 18:16:52.600,-0.57518,-0.90029,0.10003,,
180,10-02-2024 18:16:52.640,-0.52267,-0.91529,0.08503,,
180,10-02-2024 18:16:52.680,-0.56268,-0.87528,0.12504,,
180,10-02-2024 18:16:52.720,-0.56268,-0.87528,0.12504,,
180,10-02-2024 18:16:52.760,-0.56268,-0.89028,0.12504,,
180,10-02-2024 18:16:52.800,-0.56268,-0.9378,0.12504,,
180,10-02-2024 18:16:52.840,-0.55268,-0.9378,0.12504,,
180,10-02-2024 18:16:52.880,-0.50016,-0.9378,0.12504,,
180,10-02-2024 18:16:52.920,-0.50516,-0.9378,0.12504,,
180,10-02-2024 18:16:52.960,-0.56268,-0.9378,0.12504,,
180,10-02-2024 18:16:53.000,-0.50016,-0.9378,0.06252,14.1,2.98
180,10-02-2024 18:16:53.040,-0.50016,-0.9378,0.06252,,
180,10-02-2024 18:16:53.080,-0.50016,-0.9378,0.06252,,
180,10-02-2024 18:16:53.120,-0.50016,-1.00032,0.12504,,
180,10-02-2024 18:16:53.160,-0.43764,-0.9378,0.12504,,
180,10-02-2024 18:16:53.200,-0.50016,-1.00032,0.12504,,
180,10-02-2024 18:16:53.240,-0.50016,-0.9378,0.12504,,
180,10-02-2024 18:16:53.280,-0.50016,-0.9378,0.12504,,
180,10-02-2024 18:16:53.320,-0.37512,-1.06284,0.12504,,
180,10-02-2024 18:16:53.360,-0.37512,-1.06284,0.12504,,
180,10-02-2024 18:16:53.400,-0.50016,-1.00032,0.12504,,
180,10-02-2024 18:16:53.440,-0.37512,-1.00032,0.18756,,
180,10-02-2024 18:16:53.480,-0.37512,-1.00032,0.18756,,
180,10-02-2024 18:16:53.520,-0.37512,-1.06284,0.18756,,
180,10-02-2024 18:16:53.560,-0.3126,-1.06284,0.18756,,
180,10-02-2024 18:16:53.600,-0.25008,-1.06284,0.18756,,
180,10-02-2024 18:16:53.640,-0.37512,-1.06284,0.18756,,
180,10-02-2024 18:16:53.680,-0.25008,-1.12536,0.18756,,
180,10-02-2024 18:16:53.720,-0.37512,-1.12536,0.18756,,
180,10-02-2024 18:16:53.760,-0.12504,-1.06284,0.25008,,
180,10-02-2024 18:16:53.800,-0.25008,-1.00032,0.25008,,
180,10-02-2024 18:16:53.840,-0.3126,-1.18788,0.18756,,
180,10-02-2024 18:16:53.880,-0.12504,-1.12536,0.25008,,
180,10-02-2024 18:16:53.920,-0.12504,-1.18788,0.3126,,
180,10-02-2024 18:16:53.960,0,-1.12536,0.25008,,
180,10-02-2024 18:16:54.000,-0.06252,-1.12536,0.37512,14.19,3.67
180,10-02-2024 18:16:54.040,0,-1.12536,0.3126,,
180,10-02-2024 18:16:54.080,0.12504,-1.06284,0.43764,,
180,10-02-2024 18:16:54.120,0.12504,-1.06284,0.43764,,
180,10-02-2024 18:16:54.160,0.12504,-1.06284,0.37512,,
180,10-02-2024 18:16:54.200,0.18756,-0.87528,0.43764,,
180,10-02-2024 18:16:54.240,0.12504,-0.87528,0.37512,,
180,10-02-2024 18:16:54.280,0.18756,-1.00032,0.37512,,
180,10-02-2024 18:16:54.320,0.18756,-1.00032,0.37512,,
180,10-02-2024 18:16:54.360,0.12504,-1.00032,0.3126,,
180,10-02-2024 18:16:54.400,0.12504,-1.00032,0.25008,,
180,10-02-2024 18:16:54.440,0.12504,-1.00032,0.3126,,
180,10-02-2024 18:16:54.480,0.12504,-1.06284,0.25008,,
180,10-02-2024 18:16:54.520,0.12504,-1.06284,0.25008,,
180,10-02-2024 18:16:54.560,0,-1.12536,0.25008,,
180,10-02-2024 18:16:54.600,0.25008,-1.12536,0.18756,,
180,10-02-2024 18:16:54.640,0.25008,-1.00032,0.3126,,
180,10-02-2024 18:16:54.680,0.06252,-1.00032,0.25008,,
180,10-02-2024 18:16:54.720,0.06252,-1.00032,0.25008,,
180,10-02-2024 18:16:54.760,0.12504,-1.06284,0.25008,,
180,10-02-2024 18:16:54.800,0.06252,-1.06284,0.18756,,
180,10-02-2024 18:16:54.840,0.12504,-1.06284,0.25008,,
180,10-02-2024 18:16:54.880,0,-1.06284,0.25008,,
180,10-02-2024 18:16:54.920,0.06252,-1.00032,0.25008,,
180,10-02-2024 18:16:54.960,0.06252,-1.00032,0.25008,,
180,10-02-2024 18:16:55.000,0.06252,-1.06284,0.18756,14.27,3.78
180,10-02-2024 18:16:55.040,0.06252,-1.00032,0.25008,,
180,10-02-2024 18:16:55.080,0.06252,-1.12536,0.18756,,
180,10-02-2024 18:16:55.120,0.06252,-1.00032,0.18756,,
180,10-02-2024 18:16:55.160,0.12504,-1.06284,0.18756,,
180,10-02-2024 18:16:55.200,0.06252,-1.06284,0.25008,,
180,10-02-2024 18:16:55.240,0.06252,-1.00032,0.25008,,
180,10-02-2024 18:16:55.280,0.06252,-1.00032,0.3126,,
180,10-02-2024 18:16:55.320,0,-1.00032,0.3126,,
180,10-02-2024 18:16:55.360,0,-0.6252,0.25008,,
180,10-02-2024 18:16:55.400,0,-1.00032,0.3126,,
180,10-02-2024 18:16:55.440,0,-0.9378,0.3126,,
180,10-02-2024 18:16:55.480,0,-1.00032,0.37512,,
180,10-02-2024 18:16:55.520,-0.06252,-1.00032,0.3126,,
180,10-02-2024 18:16:55.560,-0.06252,-0.9378,0.37512,,
180,10-02-2024 18:16:55.600,0,-0.9378,0.37512,,
180,10-02-2024 18:16:55.640,0,-1.00032,0.37512,,
180,10-02-2024 18:16:55.680,-0.06252,-1.00032,0.25008,,
180,10-02-2024 18:16:55.720,-0.06252,-1.06284,0.25008,,
180,10-02-2024 18:16:55.760,0,-1.06284,0.25008,,
180,10-02-2024 18:16:55.800,-0.06252,-1.06284,0.25008,,
180,10-02-2024 18:16:55.840,-0.06252,-1.00032,0.18756,,
180,10-02-2024 18:16:55.880,-0.06252,-1.06284,0.12504,,
180,10-02-2024 18:16:55.920,-0.06252,-1.06284,0.12504,,
180,10-02-2024 18:16:55.960,0,-1.06284,0.06252,,
180,10-02-2024 18:16:56.000,0,-1.06284,0.06252,14.34,3.91
180,10-02-2024 18:16:56.040,0,-1.12286,0.06252,,
180,10-02-2024 18:16:56.080,-0.05752,-1.06784,0.005,,
180,10-02-2024 18:16:56.120,-0.0075,-1.06284,0,,
180,10-02-2024 18:16:56.160,0,-1.06284,-0.05252,,
180,10-02-2024 18:16:56.200,-0.05002,-1.06284,-0.06252,,
180,10-02-2024 18:16:56.240,-0.15755,-1.15787,0.03251,,
180,10-02-2024 18:16:56.280,0.21757,-1.00782,0.01751,,
180,10-02-2024 18:16:56.320,0.07752,-1.02283,0.17005,,
180,10-02-2024 18:16:56.360,-0.70272,-1.18288,0.01,,
180,10-02-2024 18:16:56.400,-0.42514,-1.40045,-0.05002,,
180,10-02-2024 18:16:56.440,0.03501,-1.01032,-0.10503,,
180,10-02-2024 18:16:56.480,0.12754,-0.98281,-0.05752,,
180,10-02-2024 18:16:56.520,-0.11254,-1.40295,0.12254,,
180,10-02-2024 18:16:56.560,-0.38262,-1.52799,0.2976,,
180,10-02-2024 18:16:56.600,0.03751,-1.21289,-0.0125,,
180,10-02-2024 18:16:56.640,0.47265,-0.95781,-0.68772,,
180,10-02-2024 18:16:56.680,0.19256,-1.37794,-0.54768,,
180,10-02-2024 18:16:56.720,0.0075,-0.9528,-0.25008,,
180,10-02-2024 18:16:56.760,0.02251,-0.6227,-0.3101,,
180,10-02-2024 18:16:56.800,-0.38762,-1.83809,-0.40013,,
180,10-02-2024 18:16:56.840,0.04251,-1.17788,-0.01,,
180,10-02-2024 18:16:56.880,-0.04752,-1.14036,-0.07752,,
180,10-02-2024 18:16:56.920,0.04752,-1.2454,-0.17756,,
180,10-02-2024 18:16:56.960,-0.12504,-1.18788,-0.06252,,
180,10-02-2024 18:16:57.000,0.06252,-1.2504,-0.12504,14.4,4.02
180,10-02-2024 18:16:57.040,0,-1.18788,-0.12504,,
180,10-02-2024 18:16:57.080,-0.12504,-1.12536,-0.12504,,
180,10-02-2024 18:16:57.120,-0.06252,-1.18788,-0.06252,,
180,10-02-2024 18:16:57.160,-0.06252,-1.06284,0.06252,,
180,10-02-2024 18:16:57.200,-0.06252,-1.06284,0.06252,,
180,10-02-2024 18:16:57.240,-0.06252,-1.00032,0.12504,,
180,10-02-2024 18:16:57.280,-0.06252,-1.06284,0.18756,,
180,10-02-2024 18:16:57.320,-0.06252,-0.9378,0.25008,,
180,10-02-2024 18:16:57.360,0,-0.9378,0.3126,,
180,10-02-2024 18:16:57.400,0,-0.87528,0.37512,,
180,10-02-2024 18:16:57.440,0.06252,-0.87528,0.43764,,
180,10-02-2024 18:16:57.480,0,-0.9378,0.43764,,
180,10-02-2024 18:16:57.520,0,-0.9378,0.43764,,
180,10-02-2024 18:16:57.560,0.06252,-1.00032,0.37512,,
180,10-02-2024 18:16:57.600,0.06252,-1.00032,0.37512,,
180,10-02-2024 18:16:57.640,0.06252,-0.9378,0.43764,,
180,10-02-2024 18:16:57.680,0.06252,-0.9378,0.3126,,
180,10-02-2024 18:16:57.720,0.06252,-1.06284,0.37512,,
180,10-02-2024 18:16:57.760,0.06252,-1.12536,0.3126,,
180,10-02-2024 18:16:57.800,0.12504,-1.12536,0.25008,,
180,10-02-2024 18:16:57.840,0.12504,-1.06284,0.18756,,
180,10-02-2024 18:16:57.880,0.18756,-1.06284,0.18756,,
180,10-02-2024 18:16:57.920,0.12504,-1.06284,0.12504,,
180,10-02-2024 18:16:57.960,0.12504,-1.12536,0.06252,,
180,10-02-2024 18:16:58.000,0.18756,-1.06284,0.06252,14.46,4.08
180,10-02-2024 18:16:58.040,0.18756,-1.12536,0,,
180,10-02-2024 18:16:58.080,0.18756,-1.12536,0.06252,,
180,10-02-2024 18:16:58.120,0.12504,-1.06284,0,,
180,10-02-2024 18:16:58.160,0.06252,-1.12536,0.06252,,
180,10-02-2024 18:16:58.200,0.06252,-1.06284,0.06252,,
180,10-02-2024 18:16:58.240,0.12504,-1.00032,0.06252,,
180,10-02-2024 18:16:58.280,0.12504,-1.00032,0.12504,,
180,10-02-2024 18:16:58.320,0.12504,-1.06284,0.12504,,
180,10-02-2024 18:16:58.360,0.12504,-1.06284,0.18756,,
180,10-02-2024 18:16:58.400,0.18756,-1.00032,0.18756,,
180,10-02-2024 18:16:58.440,0.12504,-0.9378,0.18756,,
180,10-02-2024 18:16:58.480,0.12504,-1.00032,0.18756,,
180,10-02-2024 18:16:58.520,0.12504,-1.06284,0.25008,,
180,10-02-2024 18:16:58.560,0.06252,-1.06284,0.25008,,
