Tag ID,Timestamp,X,Y,Z,Temp. (°C),Press. (mBar)
209,10-03-2024 17:39:15.000,-0.25008,-0.9378,0.37512,11.95,0.33
209,10-03-2024 17:39:15.040,-0.18756,-0.9378,0.37512,,
209,10-03-2024 17:39:15.080,-0.3126,-0.9378,0.3126,,
209,10-03-2024 17:39:15.120,-0.12504,-0.87528,0.3126,,
209,10-03-2024 17:39:15.160,-0.18756,-0.87528,0.18756,,
209,10-03-2024 17:39:15.200,-0.3126,-0.9378,0.06252,,
209,10-03-2024 17:39:15.240,-0.3126,-1.00032,-0.06252,,
209,10-03-2024 17:39:15.280,-0.3126,-0.9378,-0.12504,,
209,10-03-2024 17:39:15.320,-0.43764,-0.9378,-0.12504,,
209,10-03-2024 17:39:15.360,-0.3126,-0.9378,-0.12504,,
209,10-03-2024 17:39:15.400,-0.3126,-0.87528,-0.12504,,
209,10-03-2024 17:39:15.440,-0.37512,-0.9378,-0.12504,,
209,10-03-2024 17:39:15.480,-0.43764,-1.00032,-0.12504,,
209,10-03-2024 17:39:15.520,-0.43764,-0.9378,-0.06252,,
209,10-03-2024 17:39:15.560,-0.43764,-0.81276,0,,
209,10-03-2024 17:39:15.600,-0.43764,-0.75024,0.12504,,
209,10-03-2024 17:39:15.640,-0.37512,-0.68772,0.12504,,
209,10-03-2024 17:39:15.680,-0.43764,-0.75024,0.18756,,
209,10-03-2024 17:39:15.720,-0.43764,-0.75024,0.18756,,
209,10-03-2024 17:39:15.760,-0.37512,-0.75024,0.18756,,
209,10-03-2024 17:39:15.800,-0.43764,-0.75024,0.18756,,
209,10-03-2024 17:39:15.840,-0.50016,-0.75024,0.18756,,
209,10-03-2024 17:39:15.880,-0.50016,-0.68772,0.18756,,
209,10-03-2024 17:39:15.920,-0.37512,-0.68772,0.12504,,
209,10-03-2024 17:39:15.960,-0.50016,-0.87528,0.12504,,
209,10-03-2024 17:39:16.000,-0.37512,-0.87528,-0.06252,12.04,0.86
209,10-03-2024 17:39:16.040,-0.50016,-0.81276,-0.12504,,
209,10-03-2024 17:39:16.080,-0.56268,-0.81276,-0.25008,,
209,10-03-2024 17:39:16.120,-0.56268,-0.75024,-0.18756,,
209,10-03-2024 17:39:16.160,-0.56268,-0.81276,-0.25008,,
209,10-03-2024 17:39:16.200,-0.56268,-0.81276,-0.18756,,
209,10-03-2024 17:39:16.240,-0.50016,-0.81276,-0.25008,,
209,10-03-2024 17:39:16.280,-0.50016,-1.00032,-0.12504,,
209,10-03-2024 17:39:16.320,-0.56268,-0.81276,-0.18756,,
209,10-03-2024 17:39:16.360,-0.56268,-0.75024,-0.18756,,
209,10-03-2024 17:39:16.400,-0.6252,-0.68772,-0.12504,,
209,10-03-2024 17:39:16.440,-0.56268,-0.68772,-0.06252,,
209,10-03-2024 17:39:16.480,-0.6252,-0.68772,0.06252,,
209,10-03-2024 17:39:16.520,-0.56268,-0.68772,0.06252,,
209,10-03-2024 17:39:16.560,-0.56268,-0.68772,0.06252,,
209,10-03-2024 17:39:16.600,-0.56268,-0.6252,0.06252,,
209,10-03-2024 17:39:16.640,-0.56268,-0.6252,0.12504,,
209,10-03-2024 17:39:16.680,-0.50016,-0.68772,0.12504,,
209,10-03-2024 17:39:16.720,-0.56268,-0.75024,0.06252,,
209,10-03-2024 17:39:16.760,-0.6252,-0.81276,0.06252,,
209,10-03-2024 17:39:16.800,-0.6252,-0.75024,-0.12504,,
209,10-03-2024 17:39:16.840,-0.75024,-0.75024,-0.12504,,
209,10-03-2024 17:39:16.880,-0.6252,-0.81276,-0.12504,,
209,10-03-2024 17:39:16.920,-0.75024,-0.75024,-0.12504,,
209,10-03-2024 17:39:16.960,-0.6252,-0.68772,-0.12504,,
209,10-03-2024 17:39:17.000,-0.56268,-0.68772,-0.12504,12.14,1.66
209,10-03-2024 17:39:17.040,-0.56268,-0.75024,-0.12504,,
209,10-03-2024 17:39:17.080,-0.56268,-0.75024,-0.12504,,
209,10-03-2024 17:39:17.120,-0.6252,-0.75024,-0.12504,,
209,10-03-2024 17:39:17.160,-0.6252,-0.75024,-0.12504,,
209,10-03-2024 17:39:17.200,-0.6252,-0.75024,-0.12504,,
209,10-03-2024 17:39:17.240,-0.56268,-0.75024,-0.12504,,
209,10-03-2024 17:39:17.280,-0.56268,-0.75024,-0.12504,,
209,10-03-2024 17:39:17.320,-0.68772,-0.68772,-0.06252,,
209,10-03-2024 17:39:17.360,-0.68772,-0.75024,0,,
209,10-03-2024 17:39:17.400,-0.6252,-0.68772,0,,
209,10-03-2024 17:39:17.440,-0.75024,-0.75024,0.06252,,
209,10-03-2024 17:39:17.480,-0.56268,-0.68772,0,,
209,10-03-2024 17:39:17.520,-0.6252,-0.68772,0.06252,,
209,10-03-2024 17:39:17.560,-0.68772,-0.75024,0.12504,,
209,10-03-2024 17:39:17.600,-0.6252,-0.68772,0.12504,,
209,10-03-2024 17:39:17.640,-0.6252,-0.68772,0.12504,,
209,10-03-2024 17:39:17.680,-0.50016,-0.68772,0.12504,,
209,10-03-2024 17:39:17.720,-0.68772,-0.68772,0.12504,,
209,10-03-2024 17:39:17.760,-0.6252,-0.68772,0.12504,,
209,10-03-2024 17:39:17.800,-0.6252,-0.68772,0.12504,,
209,10-03-2024 17:39:17.840,-0.68772,-0.68772,0.12504,,
